id,title,vote_average,release_date,runtime,original_language,overview,poster_path,genres
98,Gladiator,8.209,2000-05-04,155,en,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg,"Action, Drama, Adventure"
37165,The Truman Show,8.133,1998-06-04,103,en,"Truman Burbank is the star of The Truman Show, a 24-hour-a-day reality TV show that broadcasts every aspect of his life without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows, including his wife and his best friend, is really an actor, paid to be part of his life.",/vuza0WqY239yBXOadKlGwJsZJFE.jpg,"Comedy, Drama"
9806,The Incredibles,7.704,2004-10-27,115,en,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg,"Action, Adventure, Animation, Family"
329865,Arrival,7.6,2016-11-10,116,en,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",/x2FJsf1ElAgr63Y3PNPtJrcmpoe.jpg,"Drama, Science Fiction, Mystery"
496243,Parasite,8.515,2019-05-30,133,ko,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,"Comedy, Thriller, Drama"
76338,Thor: The Dark World,6.538,2013-10-30,112,en,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",/wp6OxE4poJ4G7c0U2ZIXasTSMR7.jpg,"Action, Adventure, Fantasy"
1930,The Amazing Spider-Man,6.691,2012-06-23,136,en,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",/jIfkQNARYyERqRAq1p1c8xgePp4.jpg,"Action, Adventure, Fantasy"
381288,Split,7.337,2017-01-19,117,en,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",/lli31lYTFpvxVBeFHWoe5PMfW5s.jpg,"Horror, Thriller"
383498,Deadpool 2,7.492,2018-05-10,120,en,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,"Action, Comedy, Adventure"
694,The Shining,8.218,1980-05-23,144,en,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",/xazWoLealQwEgqZ89MLZklLZD3k.jpg,"Horror, Thriller"
24,Kill Bill: Vol. 1,7.97,2003-10-10,111,en,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,"Action, Crime"
101299,The Hunger Games: Catching Fire,7.4,2013-11-15,146,en,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",/vrQHDXjVmbYzadOXQ0UaObunoy2.jpg,"Adventure, Action, Science Fiction"
77338,The Intouchables,8.277,2011-11-02,113,fr,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,/323BP0itpxTsO0skTwdnVmf7YC9.jpg,"Drama, Comedy"
419430,Get Out,7.62,2017-02-24,104,en,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.",/mE24wUCfjK8AoBBjaMjho7Rczr7.jpg,"Mystery, Thriller, Horror"
205596,The Imitation Game,8.007,2014-11-14,113,en,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg,"History, Drama, Thriller, War"
424694,Bohemian Rhapsody,7.997,2018-10-24,135,en,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,"Music, Drama, History"
497,The Green Mile,8.507,1999-12-10,189,en,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg,"Fantasy, Drama, Crime"
198663,The Maze Runner,7.173,2014-09-10,113,en,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",/ode14q7WtDugFDp78fo9lCsmay9.jpg,"Action, Mystery, Science Fiction, Thriller"
18785,The Hangover,7.312,2009-06-02,100,en,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",/uluhlXubGu1VxU63X9VHCLWDAYP.jpg,Comedy
1891,The Empire Strikes Back,8.4,1980-05-20,124,en,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,"Adventure, Action, Science Fiction"
808,Shrek,7.73,2001-05-18,90,en,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",/dyhaB19AICF7TO7CK2aD6KfymnQ.jpg,"Animation, Comedy, Fantasy, Adventure, Family"
2062,Ratatouille,7.809,2007-06-28,111,en,"Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.",/t3vaWRPSf6WjDSamIkKDs1iQWna.jpg,"Animation, Comedy, Family, Fantasy"
207703,Kingsman: The Secret Service,7.636,2014-12-13,129,en,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,/ay7xwXn1G9fzX9TUBlkGA584rGi.jpg,"Crime, Comedy, Action, Adventure"
313369,La La Land,7.897,2016-11-29,129,en,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",/uDO8zWDhfWwoFdKS4fzkUJt0Rf0.jpg,"Comedy, Drama, Romance, Music"
109445,Frozen,7.2,2013-11-20,102,en,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",/kgwjIb2JDHRhNk13lmSxiClFjVk.jpg,"Animation, Family, Adventure, Fantasy"
374720,Dunkirk,7.456,2017-07-19,107,en,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",/b4Oe15CGLL61Ped0RAS9JpqdmCt.jpg,"War, Action, Drama"
269149,Zootopia,7.748,2016-02-11,109,en,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg,"Animation, Adventure, Family, Comedy"
240832,Lucy,6.44,2014-07-25,89,en,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",/dhjyfcwEoW6jJ4Q7DpZTp6E58GA.jpg,"Action, Science Fiction"
329,Jurassic Park,7.941,1993-06-11,127,en,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",/oU7Oq2kFAAlGqbU4VoAE36g4hoI.jpg,"Adventure, Science Fiction"
274,The Silence of the Lambs,8.3,1991-02-14,119,en,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg,"Crime, Drama, Thriller"
129,Spirited Away,8.539,2001-07-20,125,ja,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,"Animation, Family, Fantasy"
